Name,Weight (lbs),Sex,Claw Length (inches),Tail Length (inches),Fur Color,Eye Size (inches),Injury,Teeth Length (inches),Height (inches),Length (inches),Number of Siblings,Age,Wood Chucked (lbs)
TSUGA,6.906565579698113,female,3.4010860012876534,3.784177317777734,light brown,0.12701494995868656,yes,4.618277412723516,4.3731743813972965,13.234803499686056,4,8.0,44.35858002377587
PACO,4.524833510725906,female,3.35803146245355,3.665757810401741,light brown,0.1155458227950895,no,2.67699706645068,2.449838810493948,8.381138553017038,7,5.0,99.76437420351539
GRETTA,5.055428901913233,female,4.106037359343168,2.827049074713097,red,0.11791381901159917,no,3.007474950923059,4.497881057266577,7.339777147900287,7,14.0,9.626710101486397
BOONE,8.841239442377704,male,0.768529033363074,5.534675739190872,albino,0.17274191464672192,no,6.76798455596795,6.494944854695775,10.034781340775222,7,8.0,106.38086570613416
BIG BOI,4.827806736295065,female,3.8628021600389895,4.403722778989373,red,0.145570477752313,no,2.730227374205249,4.279127014770263,9.051716803143867,2,1.0,393.4909398933417
CHING SHI,9.080620470773493,female,2.8049908716403302,6.305264518185089,light brown,0.23988509015229717,no,3.0951609040076518,6.875192588000739,15.07939772310589,8,19.0,9.594287913783232
CRICKET,8.83218068006165,female,3.939705763389424,5.690280973169393,grey spots,0.23476583068057494,no,6.474728761221982,6.668508488533139,13.036624654482022,7,1.0,1688.5618987258435
ABBEY,9.580709867102916,female,4.241477115467733,6.952180739234957,grey spots,0.18846590232331079,no,5.197712167017999,5.550136079487514,11.366627013377915,2,5.0,573.9843792795442
LO-KEY,5.833497603377217,female,4.5888859718170645,3.9108093495220726,grey spots,0.17695059485810777,no,2.6564305519899114,5.291003530465291,11.648845704770316,6,12.0,18.17901920907892
HARVEY,3.9988063990451903,male,1.3123990569566633,2.847704075126013,albino,0.09071683453135301,no,0.6872062737330132,2.5984573952557417,6.625812539664568,8,1.0,163.8075174920802
ZAYCA,5.239593101297315,female,4.051906892571699,4.557310357594245,grey spots,0.12690761682900456,no,2.34400155278596,3.3099070144535743,9.142100757840534,8,2.0,442.29743177635555
EMILLIE,8.973070520694204,female,4.295972507750298,7.1825301692879915,black,0.19065638042358346,no,3.625667830526165,5.269230543355967,15.478169222902558,11,14.0,26.08637925190498
POOPY,6.471539892261454,female,4.065957566829018,4.646031554326524,albino,0.18276319506819708,no,1.7434587607153158,5.096145615900639,12.322449860425364,11,2.0,869.7886793401207
CAMI,9.160386850548786,female,2.7130656976709706,3.6767940451763743,light brown,0.2055465881658001,no,6.291820005340017,7.825801047139049,14.088326417812569,4,25.0,6.13591008264916
GEO,6.8783603450292095,female,4.288518174021958,4.84853156191465,grey,0.19210877836544651,no,3.7128620218787374,4.98921119641289,9.33492350497064,3,27.0,8.324920965796938
ZEEVAH,8.147924615922552,female,3.894658902703067,5.316055268816024,light brown,0.1794838165105571,no,4.110381687653997,6.469465050780386,9.246588977141043,1,4.0,554.4330714008597
AKUTAN,9.087022598794137,female,4.257394678632276,5.773624409153265,black,0.22457641261590577,no,5.7091893225403485,8.004968884362661,13.8253393870694,7,7.0,256.55930868759634
JIFFY,8.366831314782143,male,1.523860087662162,4.818135686049172,light brown,0.2222871632360991,no,3.917252602336079,6.1112568785119015,14.864202109938331,8,3.0,1433.4548162159695
AYMERIC,13.454695701612879,male,2.2870110184266417,8.078137837983501,brown spots,0.26099083710836257,no,6.2627784742467085,13.47591535304425,16.654679269047243,6,9.0,264.35035810022083
POE,7.563946703102202,male,1.7802038232515935,5.211315203306358,albino,0.15842895019378234,no,3.5755189923192523,5.59856690620514,9.757905916051637,3,6.0,180.3647543314962
KIESHA,4.669790974304763,female,4.254512826406795,2.521717335144288,dark brown,0.05227453418014878,yes,0.7201327598779008,4.131212817951996,7.90813893943746,3,15.0,4.576793866933997
SWISS,10.889050146096523,male,1.5750554455351458,8.881289427692822,black,0.18018635261117974,no,5.797807008965181,5.858495940684912,17.18022238486325,6,8.0,281.8579859823613
ADAM,4.051786852977772,female,3.5645335760202728,2.4827144902141423,red,0.0903047081207931,no,1.41090613928073,2.993253639548893,6.042259467382833,1,8.0,15.72121105779073
BUDDY JR.,8.830930356799174,female,4.013320545592309,4.991999560652974,albino,0.24650024054304107,no,3.3620765041041047,4.829196522569998,449.14928356877715,3,7.0,304.497380715432
DEEDEE,15.35904635289446,male,1.3162366216780634,9.918056024764779,albino,0.40065289401346954,no,7.5763606789010725,13.3663405286374,24.410763208556602,5,6.0,1641.419884792584
FUJITA,6.205779587147622,female,3.910230557911311,4.521935704202052,red,0.15132881806346815,no,3.430202010669078,4.1720336173051,11.669191350393776,6,3.0,658.0850450146997
MIL;EY,7.9368828184266995,female,3.8613690149287105,5.294062970869098,grey,0.1393215075238013,yes,1.9451400996384076,6.118682192315058,12.78835745761951,4,4.0,355.4162582898418
DEMI,11.231634777921387,male,0.9603764267908239,4.306783325657852,brown spots,0.28629734233360155,no,5.943005559664475,6.387472345071288,19.35741128354947,5,2.0,2910.4416489774912
KELSEY,11.08339210403633,male,2.177619518451741,7.952554834839674,dark brown,0.2877383066741346,no,4.329157587601823,9.533694865040312,17.026550080756085,8,10.0,125.30846333258305
DARLINGTON,8.334696267214467,female,3.1893364499894776,6.099899446558429,albino,0.24273042573676004,no,6.705785625073571,5.868579155464945,15.754974264413427,4,10.0,71.94626587757381
PEPE LE PEAU,15.754674704158816,male,1.9487808634035264,9.099938857034285,brown spots,0.31316688104054086,no,9.250730913278199,11.626107288286965,22.23258726260608,9,4.0,2505.368402219627
WEBLEY,10.921542321099787,female,4.168266813588005,6.44014943587231,black,0.2599504518239627,no,3.7153856886404273,7.5281902668472,16.05585564487555,11,1.0,2232.037228214341
BUNKIE,10.218490687315096,,1.6078062549871022,7.627519186044934,light brown,0.20042458031331328,no,4.559233193931881,5.040962261255546,9.143546408504692,8,5.0,482.1645155505966
ROBBIE,8.152484687011714,male,2.3084659634011437,4.873016637896728,albino,0.13438391047342732,no,3.4871787308183153,4.493486262448643,11.942073279725767,4,1.0,1279.6355849603685
DIXIE,10.642996132103479,male,1.7822568939710195,5.252540560865346,black,0.20883822286772036,no,6.168499406799444,8.604576420636487,17.36564419654332,7,4.0,1671.1820346393922
LIVADIA,9.442631587632023,male,2.0073963441491824,6.3237373788050615,brown spots,0.12542975143768262,no,4.061071091952783,7.800226560130004,13.918574156004446,4,5.0,697.0299261488551
HUNTER,7.408703613162516,female,4.241482879466262,3.056505738433033,albino,0.23059768824029267,no,3.0137987784373275,5.778786230039492,10.353962540945695,7,12.0,21.249241465134414
MJ,7.52794115821605,male,1.4785346010833544,4.692997599461767,albino,0.10649287130484712,no,4.048218485233521,6.440931191320801,11.286055765882328,8,2.0,1050.5552286140626
RAZEE,9.802445597599204,male,2.0263676389035745,6.137951667124343,black,0.24971602597749207,no,4.951870882426666,9.237715260897762,16.126808536887236,7,1.0,2263.7023484178685
MULLY,8.203231113364456,female,3.805143210765424,3.5163130109290894,grey,0.21308805276651174,no,3.1061453889362562,5.50602847514409,13.819945596394478,4,5.0,542.2746269950636
MAL,7.28540848573636,female,4.087213023054552,4.217966749571255,grey,0.20565085445901463,no,3.581965167428904,6.278203957107948,15.019494274757802,6,1.0,1501.6623140927459
BEERUS,9.84819327846256,male,1.7228627082799148,4.775580332582875,brown spots,0.21095135561797307,no,3.979515090191615,7.724401574101459,12.920330134757029,1,25.0,3.976710463654561
MALO,11.019480899719955,male,1.4758358367701516,5.692852988694563,albino,0.29840194781597446,no,5.97750363531607,5.218478329742501,11.653606170404057,5,5.0,722.9067087984216
LUCAS,6.580832214073329,female,3.6049316253233576,4.302170198491833,brown spots,0.12101691526350364,yes,2.6578987936739953,2.7630039408025886,9.281088238600073,4,25.0,3.4234795188152387
GHOST EYE,2.2853997652656655,female,4.094365136943987,1.6120000355450175,grey,0.057447403654109844,no,0.6085948527905399,1.2075763829633281,3.3141031853328737,3,12.0,7.740552818305388
SABRINA,11.390148041567713,male,1.8229809731736646,8.158291607126463,dark brown,0.24215061696322854,no,6.038694544964057,4.200985308685829,21.22078037130046,6,5.0,1572.2353921205615
MECHO 2,5.539025055457604,female,3.8020148466316335,3.332974363564931,light brown,0.12659677855263546,no,2.6893698475910117,4.315356088408292,11.542480597695487,4,6.0,125.48127229371708
SAKA MOTO,6.42654949807572,female,3.9737203778219476,3.3747256883092818,dark brown,0.12948666924478483,no,3.7446077391432078,4.985713804549664,10.610100835927856,3,8.0,59.70843058620683
ROMEO,9.794863307475653,female,3.38895013276155,5.930715861116211,red,0.1170592941802929,no,6.951114581483404,6.030345343653604,12.684536981922863,5,11.0,55.158983994127446
CINDY,11.143530020740899,female,3.894753061635446,8.05298085255595,brown spots,0.23879021350810414,yes,6.052725594100229,5.142998989778609,13.514349475969798,6,3.0,827.4603826707917
KAZZIE,5.525793211677374,female,3.2588854988398612,2.547747516021884,dark brown,0.1016309260340539,yes,2.7446109926553794,3.4002157033328517,11.107069029654536,7,8.0,22.795511386813136
MS LILIE,8.887176892278944,female,4.135348198058855,6.0177936468433115,brown spots,0.2501469815076597,no,5.401557543688209,8.533448833973567,17.08557487999259,4,4.0,1371.5624554355002
SHORTI,8.101661613345332,female,3.0993241544677788,6.899931826916972,albino,0.2667070782590816,no,2.5360509593360714,5.309188911922437,11.865192640542567,6,4.0,686.3468398016603
GRACIE BEAR,9.302391237998876,male,2.4719369372884925,5.005702655557988,grey,0.2985393488205429,no,3.7023460547215885,7.512218374842618,21.015109358502805,6,7.0,423.76438353502573
HEALY,5.0049906531653505,male,1.458358182620649,3.589513890241419,grey,0.12790817984241307,no,1.9139819788483143,5.140281275885469,8.749050891595715,6,31.0,1.6784867758758129
SCRUFFY,6.92781592403371,female,3.851412059144715,5.3695696557902295,brown spots,0.23879364459820973,no,2.670067130242904,4.889663431775137,11.56983062721444,0,1.0,964.9869136534037
SASHA,8.114053503247138,male,1.6860404359038548,6.93553161121609,albino,0.23379777493085213,no,2.171875055608444,4.886806213715012,10.923963494069074,7,3.0,871.4891498684262
CRYSTAL,7.5418258875416075,male,2.5147446377825435,4.453036360613449,dark brown,0.14689215834449432,no,4.195150415388801,5.668636054118497,15.39131468575573,5,2.0,1570.657588121411
FRITZ,7.0739087652397,female,3.3416058227823213,5.228867033711316,black,0.12597703198861818,no,4.1788219631299475,4.748739517870434,11.002894323303462,8,3.0,795.4902898800595
ROANOKE,8.68080119004296,female,3.864448749579123,7.311514355528926,grey,0.18900341429889234,no,3.3425253878579766,5.974964139864327,14.724332583831412,6,6.0,381.50554311631566
JEZABELLE,10.90541796271126,male,1.9563937280647579,10.154720267493376,brown spots,0.26992555760463344,no,5.566605134289365,7.614626090536095,12.796031520958804,2,14.0,25.702704508959965
CHASE,5.3574758152769295,female,3.9240272953255357,3.7208599204381096,light brown,0.14261432280528438,no,1.1269487491814258,3.20390599083175,6.222375289234644,8,8.0,23.966142812735143
PRIN. KAMIRA,7.56137672617691,female,3.7510678649627547,4.604736455845343,dark brown,0.20748315567638873,no,4.312485229416671,6.117193018649233,17.428507990052893,1,4.0,1087.179258341085
ALLIE GIRL,10.104058104441,male,2.6868255342592002,6.158618790458707,grey spots,0.2508061887752579,no,3.6981708265908115,7.997307345469991,8.315186537060528,2,4.0,611.2276033559375
SPRUCE,7.610469473829056,male,1.3200544538001642,5.660943478115271,grey,0.20319669540327112,no,4.301554414183753,5.718543035052131,11.255358393100739,6,13.0,13.572099215990063
BURBERRY,8.577045911283255,female,3.981643422375881,4.678072982806577,black,0.17305977951729726,no,5.832302356528375,8.773986508999856,21.338367286570385,4,4.0,1723.9896760142567
ATLAS,5.850958580845306,female,3.4330051524995495,3.970518966728662,grey,0.15692744713201467,no,1.7848431546262273,5.12593056550518,8.695006835419962,9,3.0,388.5638460428815
SCRAPPY,6.084682400619602,female,2.9993301045984087,4.32517784685197,light brown,0.11045534426427817,no,2.3134807048753725,3.745669540815224,7.3633100197211965,6,2.0,431.83646893460485
ISHTA,8.75657791937745,female,4.1377472689311725,5.470189632287432,albino,0.20834767037155838,no,3.7521684309490144,8.271119549019577,14.179402418316624,9,14.0,23.491229642262468
BUZZ,7.47662219509827,female,4.2323463512704205,4.294349155546484,black,0.14462307371272234,yes,3.726352734032068,6.586640001517475,10.039585059243587,4,6.0,95.28008692077944
LIBBY,3.8718789359901193,female,4.126937169856108,2.5384241202521407,brown spots,0.08432622436304453,yes,1.5481974305995978,2.439881716354525,5.6920337938558605,7,7.0,10.710249003610748
BRAE,8.446435846131992,female,3.589172551756818,6.106181055557599,black,0.1659669339447159,yes,6.587260552259595,6.122702392368757,11.570607240301126,1,10.0,26.97250299854172
SWEETY,6.555845895460102,female,4.29306631922595,3.390810462824123,light brown,0.12923685447474875,no,1.8176728837255738,4.5994571842009915,9.792360538606431,4,1.0,699.2696149319589
BRISTOL,7.1730522821226534,male,0.6604727910885133,3.311047213841286,dark brown,0.157518057864578,no,3.1355133970720463,3.011878589944334,12.612089182115488,6,17.0,4.5383492344994645
FUJI,4.238499535387964,female,3.743945640825267,2.6915235305705423,black,0.11408895860153113,no,1.5713926040837687,2.8249026497476866,10.690285348632592,3,1.0,356.73440412152075
GAURU,10.048038959365433,female,4.364278642122464,5.61202113916588,dark brown,0.1899208502321699,no,5.192972256360763,9.001674323909112,17.542829631045972,5,3.0,2151.1132680168284
SAKI,3.841038419928165,male,1.4922877408396213,2.436435406073848,light brown,0.06873854696602785,no,1.2869776291609751,2.9670719341905047,7.857269628388374,5,3.0,150.56750499116228
SPITFIRE,4.111419632739075,female,3.0874988056011134,2.3344580503977594,albino,0.10750633312509947,yes,2.0758300869601247,2.256119827155704,7.826323077789653,6,6.0,22.524625408040098
TONTO,7.168560191807047,female,4.152577575739575,4.401667883671389,dark brown,0.12620200803923787,yes,2.575674604422128,4.246732808083394,11.988886209763441,4,7.0,63.617687322373044
TANZA,7.433187651375235,male,2.1388993843476936,1.4913126515377495,brown spots,0.1674053819218643,no,3.552340861266915,5.580486735721242,12.223672497786577,5,2.0,1135.9064145543553
PANINI,9.260426421302816,female,3.515613954822655,7.381334692111685,brown spots,0.20033223357116256,no,2.686434509502076,6.653624982065741,16.59597496589654,3,14.0,27.33776657941298
KHAN,4.923100184380249,female,4.184235318667125,2.9025474861463185,brown spots,0.14589679450142104,no,2.9244038445639426,2.715851872113213,12.429384526926812,6,4.0,317.44584914993175
HAVA,8.048238856787682,female,4.652207822866455,4.145280051745834,grey,0.16412738498521995,no,3.765108858641597,5.545384166982639,13.450043531595417,9,4.0,834.2339487108829
CARLOS,11.05785190137831,male,2.4381801124716795,6.067555121270594,grey,0.2548063051258288,no,3.5465558850089387,8.794025135548907,19.781323676581486,4,6.0,833.6268513137227
MARVIN,9.441368975409562,female,4.041720500695738,6.193385896412886,brown spots,0.22540732749640172,no,3.2657552580681752,5.995814255080029,14.576261809978751,4,3.0,1567.0936261011866
ARCHIE,13.523785756040855,male,2.0968763389001563,9.09765597972067,grey,0.30605523300599197,no,9.017944658348746,12.60237800669997,29.114636113333063,0,5.0,2781.7213046818815
KEENEYE,7.992770358086613,female,2.985152952543599,5.114252711275484,brown spots,0.20177910181997846,no,3.306307992031624,6.38981648863914,12.67994685426225,8,13.0,20.250000542770717
ATOM,9.503283830942273,female,4.165964476967901,6.317541754757011,grey,0.25121831860580096,yes,5.6432107141048755,8.549387151662897,13.127882589597863,4,1.0,871.1437673333797
KHALESSI,8.64874962614076,female,4.812998087307427,6.348492058226609,light brown,0.20849913843501003,no,5.362411182914232,5.688602610762813,12.820579143121769,3,19.0,13.09851479465775
PEPPERMINT,12.419708019176465,female,4.316451413946724,7.536815455098177,black,0.308684133869475,no,5.307864420837596,8.742335336867988,18.807679980836024,6,23.0,14.663602698937709
TAZZEE,8.61424372853184,male,1.9435373974983754,4.727038319252157,albino,0.21460506098329607,no,4.804062526495403,4.932227225427183,17.666473376909458,6,3.0,1889.7378579105705
SIMON,8.690951604087742,female,4.0030534790973205,6.733874192491682,black,0.2180088607325479,yes,3.432322822483542,5.000676602171382,16.77148538928576,3,9.0,57.377515691829394
KANGAROO,12.860550777980814,male,2.6899205418263668,7.788917335701248,light brown,0.25072398477772706,no,2.2364583515313354,8.818399514704911,23.10536650808157,10,2.0,3319.560468778252
OGUN,13.275643360472207,male,2.6085640881301613,5.396739343206115,light brown,0.3357540121555502,no,3.7665760330230995,8.190007806572053,23.954423091081395,7,1.0,3597.887439572262
BREWSKI,6.920980356772706,female,4.106630901204805,5.5193334483769005,brown spots,0.1374468543127391,yes,1.9330563569903088,4.746472013574718,10.462304505594899,2,1.0,421.5438591409979
MAZY,6.615988784954354,male,1.7712422704053237,4.0865273693144415,dark brown,0.216909836088195,no,3.9712985492349784,7.211138964385559,14.028463015880591,9,14.0,11.078572794922787
HITCH,12.93892833989364,male,1.0287357690125705,11.07744921549668,red,0.2885379676000836,no,4.1474524437741564,11.639107611581892,24.544197654387887,6,6.0,1370.026403880179
LEFTY,7.958549878161537,male,2.1245546567929923,4.044145507188111,black,0.16041113721069208,no,3.151302958391606,5.9958231147811105,16.60518570759316,4,1.0,1883.4250199285161
KITTY,6.343146248172485,female,3.5792618941116188,3.6327361355016574,dark brown,0.14112166493930256,no,1.2220334957142895,3.443559994142087,13.04442717116067,3,3.0,734.9453798100342
BRONSON,8.570673003676303,female,4.135763516531552,5.612415968215268,albino,0.2154173018423421,no,2.6553628653062353,6.0390318947696136,18.495051237292618,2,6.0,507.02125220104375
SASCHA,3.5731728927517215,male,2.7337268308526967,2.3265175016946746,brown spots,0.05959260807139285,no,2.066485584119314,3.315759792704428,7.115482175095937,4,1.0,162.4325801711492
SHANA,13.474111228434055,male,1.9787263164406048,7.960286649661954,light brown,0.26770131401405867,no,4.888683287227087,9.250948596628552,25.98269437055877,6,2.0,3993.0185252702986
MOLLY 2,2.3472971390833037,male,1.0843880012727987,1.152333037406969,grey,0.047132555469917646,no,0.504273604037876,1.7331205285344038,3.6284848928872413,0,10.0,1.6755012010923989
LIT'L BLUE,5.5924447750032105,female,3.7397635160228226,2.8733534592137713,dark brown,0.1132788878197405,no,2.887383003747712,2.9929904855710436,6.21003136218719,9,8.0,28.379364153383673
KEY'NA,9.647288265205267,male,1.8424246225677325,6.694302201435183,light brown,0.24454151112318057,no,8.66830693204953,7.64057192029706,18.858239212011,8,1.0,2904.0402092622408
FIDO,6.5533114406196304,male,2.3163352321345885,3.384094265035233,grey spots,0.1762333620225194,yes,4.234713963092396,4.037426412993879,10.206455454394566,5,3.0,322.7595560862272
MARCO,9.776160261699752,male,1.0083928680468128,5.167909856003675,dark brown,0.2095136101402406,no,4.011824007913561,7.258455899132625,14.182410841464161,9,1.0,1884.6016725871473
BIKO,8.284047280554482,female,3.9314339976733446,4.2708835978868365,grey spots,0.20600829291861408,yes,5.3366511016845,4.867935055792119,12.2782496364676,6,15.0,8.299376944869618
MIKKA,8.54125597147936,male,2.082147138283611,7.77728971563449,brown spots,0.20493658627750252,no,5.788756040688324,6.709938207063084,5.433931264502834,2,2.0,667.3611635754806
VESPA,14.160230533164489,male,2.425234131276891,7.641742591412764,albino,0.31184192097008034,no,5.462066889157187,8.55801511496557,24.597761489709647,5,1.0,3620.8748893379206
OSHIE,10.540344343891158,male,1.6910512105415763,6.431209018266184,brown spots,0.28555423810380587,no,5.669089897803939,9.527838879735977,17.51776559861161,0,4.0,1688.794891720406
RAMPAGE,5.381369701413759,female,3.438266660919735,3.6731619499798147,red,0.12099105559802277,yes,1.5853870366919303,3.508926436637756,8.857627717819103,4,8.0,16.285767447824206
NAMASTE,7.847819020617892,male,1.725257581466087,4.231479348761899,red,0.17685165786729598,no,2.870391664529449,6.064133074614942,12.735875008242193,4,4.0,721.8409962996166
ANIA,12.63122670050228,male,2.6401082393313557,11.715283571482692,dark brown,0.2322437375231849,no,4.950478239488349,9.435101170343005,17.088630900220913,4,3.0,2123.2984218856377
COQUI,10.225698408227307,male,1.6027136707371785,6.8046923789051705,grey,0.286423579543728,,5.812066062148522,7.087316639914062,18.03326611491885,0,9.0,174.41750336516435
PEAK,10.967893956831304,male,2.120188909640999,6.758404143146172,brown spots,0.27096437242740473,no,4.017272533780755,10.340312139802192,14.452438130662603,1,10.0,96.79861356830071
DIRK,8.344164634598744,male,0.9570763286018588,6.048436173812485,black,0.1487762065688966,no,3.374773227794247,6.250712076520649,12.429001596955535,3,3.0,1120.8184822037977
MCKENNA,12.155780315521007,male,1.596311686854095,8.359671202182275,brown spots,0.2917842484683485,no,7.51770238709064,10.01715519380872,23.037358911061297,6,6.0,1228.7061767688372
ZEPHER,8.026760970483378,female,4.345984653874651,4.831019505960768,dark brown,0.12369029183024738,no,2.629819131428335,6.698163704119108,17.663532226869137,4,2.0,1979.2877438629416
BEAN,8.424915932507812,male,2.0900980809794762,5.530629415637213,grey,0.20343695525683647,no,3.204149832215031,4.37948802011246,11.996463955064016,4,11.0,32.68870591916309
ZORRO,8.243423419855029,female,3.7253397825610453,4.78593795348391,brown spots,0.26664078328989455,no,2.5476496608698134,5.292574002456868,12.285625086197598,2,3.0,1027.4040211626047
VOODOO,5.823981598941347,female,3.759843392674619,3.691231717740465,dark brown,0.17288891626216582,no,1.7882589195259373,3.3421546340896007,9.823050177876237,4,1.0,579.2515031666023
SAGE,8.156188552426418,female,3.7898248120059472,5.486845507356392,grey,0.1867796626990914,no,5.262402107465958,4.721176416678636,16.09816382621747,1,17.0,14.601215228401614
PRINCE FREDR,12.981780321008415,male,1.483822225559227,9.26077015141366,light brown,0.29407924191492507,no,10.352019205502792,8.909787333070465,22.678739258701825,11,8.0,588.6911048736428
SUKA,5.301746605205688,female,4.744431240824736,2.351435454101853,grey spots,0.11923500940017943,yes,2.4865751445111597,3.431808239056396,7.792122961510543,5,1.0,197.63048289994083
MARTHA W.,11.396579164967864,male,1.8902199583462862,7.921386108143413,dark brown,0.24414297186272926,no,4.2110212424814755,6.063722070575031,15.188176296537003,5,2.0,2018.4032947174126
GEORGIE,11.128182030180405,male,1.2076240345408542,8.215594790791226,grey,0.27483724902155937,no,4.15344365024588,8.822071338541402,19.87509018064724,4,2.0,2865.213159745327
ISABELLE,8.304663100970068,male,1.6753819145734115,5.956036523644139,albino,0.22348971607756293,no,2.741687088615577,5.273377065948401,14.657832313008448,2,8.0,130.10292443535337
BART,8.285134972528267,female,3.7719772447720237,4.297876195233892,dark brown,0.2329005012998659,no,5.77746723662102,4.022704871381574,12.989094044365734,1,1.0,1576.582940580587
QIVLIQ,4.2432873259843635,female,3.985224488316938,3.3272075201974265,grey,0.10297593443186182,no,2.834829180464473,2.845270385939599,8.651632218488276,4,2.0,283.7582806258792
ABE,10.543031442265102,male,1.603482682794243,5.155412267101004,albino,0.2908789362929225,no,7.203579055439603,6.012305397953301,16.91245464827115,6,2.0,2474.3764515043317
DEE,3.625450357757474,female,3.856697836372873,2.5216494331531836,brown spots,0.09462346339820694,no,0.8894937424105689,2.5728551271483857,5.686822981577597,5,2.0,116.89841734669344
EMMA RUE,9.887689350545543,male,2.283811918823263,7.170186312544118,red,0.18558697989926823,yes,4.694902869711002,9.397403369543204,16.18644081271932,6,2.0,1083.3923897655745
STALEY BEAR,9.148602339104972,male,1.8526214254140783,5.021835777985887,grey,0.20378171196862443,no,4.11753382940494,7.055283616112063,13.003959177968648,7,3.0,1324.939990335588
NAKITA,11.28425684086787,male,1.331762509904988,5.635749333659301,grey,0.28508399231971226,no,6.477840283733448,10.292513116820796,18.883815201151048,4,9.0,222.57482609580867
SPECKLES,8.699890385658636,female,3.684712579028169,5.844971837358805,grey spots,0.24396786301073933,no,5.515436283143024,4.990732151889331,15.807847928987695,4,2.0,2011.52888542642
WALLEY,6.741052116457904,female,4.765514401067652,4.35476616769894,brown spots,0.14089604165838515,no,1.4630585336305528,4.411394882204566,11.362766254630703,3,34.0,8.879595861507227
TIMOTHY,13.13770340966364,male,2.5923945032312,6.008260174435963,albino,0.2549570084562175,no,5.110491263820692,6.518474697880998,21.842193185095276,3,15.0,53.26077087090966
LOMAX,11.02507532959986,male,0.6811911392317652,5.806527377632539,brown spots,0.26399737263788825,yes,5.217062624510734,9.315056116705987,24.305606895621942,4,1.0,2003.4117581630337
BARRETT,13.134167286489578,male,1.4512308465223982,204.61878153338137,grey spots,0.3765211395511048,no,7.888918260102036,8.487191919943866,21.322610275949355,2,6.0,1242.5699432082308
CALVIN,13.750099134356564,male,1.141346526499542,6.91302526868038,albino,0.40777224684840013,no,6.618325619467759,7.440735060383748,22.564914159988007,6,1.0,3253.017255455912
REESE,11.92826798746288,male,2.3063816526056815,9.055667590226719,black,0.2842411941352336,no,7.828897437463014,6.431558855667074,27.700325224124164,4,4.0,3480.7256321050218
MILKA,10.678116613286301,female,4.263671760273804,4.9542369275124605,grey spots,0.32016834560613555,no,7.297727900025748,7.738206568838783,19.07625917353918,3,2.0,2920.577556563119
MORGAN,11.472908321296313,male,1.0059565196418214,6.808092797578412,grey,0.24513697692386083,no,8.867015068397155,11.452957719313261,16.207259033752255,4,1.0,2535.1344557574653
ORKA,13.490490734083604,male,2.4803941640336475,7.993662190490881,red,0.3182049702319127,no,7.961045505651173,6.6036221727305815,29.28491275334777,1,3.0,4477.409555622131
LAKER,9.89055875323914,female,3.13436599205379,5.528672107995218,brown spots,0.27609369998414657,no,6.543201720057338,6.223075203041861,17.622785057637646,2,1.0,2675.61714020134
RAINFLY,11.052324668693892,male,2.543594498866957,8.021416222795732,dark brown,0.2610019431893446,no,5.770552945422892,5.369270294708229,16.925168579302746,3,6.0,721.1782344007923
WREN,8.401134502309906,female,4.063993483102029,6.0135620258403195,light brown,0.10430764973708748,no,2.4253823210779824,4.782410723919908,10.74226575740328,6,4.0,636.0559656580108
COPPER,13.435065673556236,male,2.8545620236139855,10.27801749956731,grey spots,0.29628967140425116,no,6.324701544599031,8.132907032992167,24.123817446177988,2,7.0,964.5291831644824
COSMO,9.245765585830544,female,4.257366660461642,4.866169691200942,black,0.1492819903429019,yes,5.071330944289352,5.372148812767855,14.301831889721926,5,1.0,931.5999480711423
TAKU DENALI,10.775376564361157,male,3.037591973925162,7.821525722087001,grey spots,0.2295525733207718,no,2.847933021326089,6.837963444878449,17.87407539687057,8,19.0,14.267892813804554
KALUULA,10.899906744938814,male,1.6069580151173082,6.882315014544365,red,0.17518264096628336,no,4.1719002977575155,8.15748598718072,21.531475829350143,2,10.0,156.8618511015982
SPEEDY,3.502274779295927,male,2.0809752678242397,2.9333849989898027,brown spots,0.08398737139731002,no,1.4444166254625788,2.5859526733861955,4.587272948307417,5,3.0,72.24264541158935
SKOOKUM,16.464091560410523,male,1.7964004258386703,9.2230970957582,dark brown,0.24503452007175644,no,9.592739580683359,11.475355079946095,25.31202479599154,11,1.0,3378.869498576228
DEGORY,9.032417430808698,female,4.452066830392621,4.191536024991926,albino,0.2200417152369765,no,2.188552556221085,5.095190696858427,12.030223907207441,6,1.0,1354.5538949973259
SIR RONSON,9.634185434900392,female,3.2290561369793642,7.254621411363054,grey spots,0.15516622464535604,no,5.503564827498756,9.957828077500478,19.14861488239575,6,2.0,2706.091612124564
ANI,5.506100127762214,female,4.070854235149141,3.688469079522225,dark brown,0.1727755672084827,no,2.0489371440346886,4.479378058329928,8.710198689988959,7,3.0,350.5400485209357
PUCK,6.352838500337536,male,2.1272383886969988,4.453912038778868,dark brown,0.11916270970169204,no,3.770741091568104,3.893644450139116,8.885095848077253,8,6.0,119.72279441194101
DASHA,13.567526728348088,male,2.7561644379979606,5.40073842331923,grey,0.2992737012626691,no,5.367052010206858,11.428595781395492,22.48977841306842,5,4.0,2504.994360372241
TILLY,8.859913753855912,female,2.7674696576708615,4.6990915041796875,brown spots,0.17542942107011933,no,4.288532970165814,8.106481222286696,17.701498522299065,7,7.0,314.4843006208496
